id,question,question_concept,choices,answerKey
8c11546468a2595b29a1297e73334fc4,"The butt was bare, and Sam couldn't stop staring at it.  It was very what?",bare,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['full', 'ample', 'covered', 'bareword', 'ample'], dtype=object)}",B
a5dcac512870e79f5aa2b22dbd662404,Where can many stores with clothing be found?,clothing,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shop', 'mall', 'department store', 'drawer', 'library'],
      dtype=object)}",B
870b07a1c5af2e956673a9680da99852,"After working on the car, what did it end up doing?",car,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['going too fast', 'last several years', 'honk the horn', 'go fast',
       'start running'], dtype=object)}",E
f48528156632b9c5b18af9ce2095509b,"When an elderly person needs help performing daily tasks, who might they call?",person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['creativity', 'hatred', 'caregiver', 'own house', 'much money'],
      dtype=object)}",C
5496c7293f653120e5a5213db2d7b103,Where is beer drank by people watching sticks and pucks?,beer,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bottle', 'refrigerator', 'hockey game', 'casino', 'bar'],
      dtype=object)}",C
9d97e2bb458d93a8bafe4380b08727e3,Where is there a telephone book in almost every room?,telephone book,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['at hotel', 'house', 'library', 'bedsit', 'closet'], dtype=object)}",A
26d7d59ef7b9f2e0c2d47419fa5bca91,Where might you see a green field while driving?,field,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kansas', 'meadow', 'farmland', 'countryside', 'rural area'],
      dtype=object)}",D
c6f10fd07348bf2cf5488b0d9f38d806,"Some people got escorted out of the library, they were probably what?",people,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['state facts', 'talking loudly', 'making money',
       'amount to nothing', 'believe in god'], dtype=object)}",B
8ebf9d24719649a0b041aea02a6e46af,"If there is a pond with trees around it, where it it likely located?",pond,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ground', 'bathroom', 'forest', 'countryside', 'rural area'],
      dtype=object)}",C
c961578f4c5768b67b843e5d2ce18452,Blowfish require what specific thing to live?,blowfish,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sea water', 'hatred', 'fish market', 'body of water', 'jungle'],
      dtype=object)}",A
cce1b59f7c4f540a84a1a7d6d88548c4,What is the least likely immediate side effect of eating hamburger?,eating hamburger,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['nausea', 'death', 'illness', 'health problems', 'gain weight'],
      dtype=object)}",B
60848ce50295fc745756fbe960e78b88,What would I be doing while going to work and walking?,going to work,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['listen to radio', 'solve problems', 'driving', 'walk',
       'being late'], dtype=object)}",A
3fdc0c422c524c994b9911a17f1f1834,"A showroom feature washers and refrigerators, where is this showroom located?",showroom,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['appliance store', 'vegas', 'electronics store', 'car dealership',
       'kitchen'], dtype=object)}",A
cc8eac9956f645533b8d7b99702e3507,"The man often made smart remarks, like that any restaurant is a mexican restaurant where?",mexican restaurant,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['city', 'mexica', 'san diego', 'spain', 'mexico'], dtype=object)}",E
c0e7fa3e39a2d9af2c323416015729dc,"I am looking for honey right from the source, where should I look?",honey,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['last all night', 'beehive', ""farmer's market"", 'jar', 'honeyful'],
      dtype=object)}",B
335b51bd3a8ada014bbe6754dcbd425f,Where are there likely to be a variety of flats to choose from?,flat,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['london', 'apartment building', 'city', 'falling down', 'town'],
      dtype=object)}",C
c7327a1a7d12b6cc0740fc9446270e02,A weasel has a thin body and short legs to easier burrow after prey in a what?,weasel,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tree', 'mulberry bush', 'chicken coop', 'viking ship',
       'rabbit warren'], dtype=object)}",E
2729d8502208c25d8e9293cd4e8ecbb5,What can disease destroy?,disease,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rug', 'third world country', 'human body', 'hospital', 'building'],
      dtype=object)}",C
7ea57ee4580042b0a6a40479c8ace3e4,What does a person from Avalon live in?,person,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pain', 'meaningful work', 'english house', 'cotton candy',
       'headache'], dtype=object)}",C
65432eb6e617514d863a465f38865fde,Where is one likely to find a fan for their stove?,fan,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['appliance store', 'sports stadium', 'dress emporium', 'hot room',
       'football stadium'], dtype=object)}",A
316a8dee8a4dde7d95cf503a715104be,Jodie felt a tightness in her chest. She was worried but didn't want to go to the hospital. Where might she go instead?,chest,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['istanbul', 'concert', 'bedroom', 'antique shop', 'human being'],
      dtype=object)}",C
520972425aed0e532fa28a91c9b55b30,If you're buying beer for a float trip what are you preparing to do?,buying beer,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get arrested', 'have fun', 'get sick', 'spend money', 'stupidity'],
      dtype=object)}",B
4d67cdb4ba1b0058e383c212303a9f4e,Piece of land in Canada where you can find marmot?,marmot,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['north america', 'united states', 'vancouver island', 'american',
       'cage'], dtype=object)}",C
95d1d968ee66b6054cbb16b58a7c6455,"The surgeon's clients had begun to reduce, it seemed girls no longer want to what?",reduce,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reduction', 'make larger', 'augment', 'gain weight', 'expand'],
      dtype=object)}",C
c43b60be106662de1863097ee3ddb4d2,"While waiting for this appointment, people often read magazines.",magazines,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['doctor', 'train station', 'newsagent', 'market', 'table'],
      dtype=object)}",A
456f2fb41cac8c028dcfe2f48637e473,Where would you find a fox that is made up?,fox,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['storybook', 'woods', 'hen house', 'natural habitat', 'back yard'],
      dtype=object)}",A
a5d853d1c2fb3ef160218fb91110fbe5,"In basic training they build you up only to do what, all in hopes of building you up even stronger the next time?",build,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['destroying', 'tear down', 'raze', 'mutilate', 'demolition'],
      dtype=object)}",B
3df1b88da6a90c9526be2c8a6cc736dc,Billy saw a dog running from him and did his best to get away from it.  The leaped up to where the dog couldn't reach and was stuck.  Where might he have been trapped?,dog,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kennel', 'table', 'porch', 'backyard', 'park'], dtype=object)}",B
f912bcd7479b76db9b1c57a612b90f00,"John and Judy were parents.  They had two wonderful kids who weren't always well behaved.  They were light tough, though.  They felt it was a parent's job to do what?",parents,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['control children', 'guide children', 'speak freely', 'cry',
       'understand children'], dtype=object)}",B
94f34cc1e6aa9eefe06563cce8225658,What are you playing if you're fiddling on a violin?,fiddling,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bluegrass music', 'make music', 'drop', 'string instrument',
       'troubles'], dtype=object)}",A
bb503ece4eac41dfe608a1dcb654e6bf,"If somebody buys something and gives it to me as a free gift, what is the cost status of the gift?",free,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['deadly', 'imprisoned', 'paid for', 'expensive', 'in prison'],
      dtype=object)}",C
5502dc807d4921679ae1abd0dc9570d6,Why does someone flirt with many people at once?,flirt,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['have sex', 'get laid', 'were lonely', 'attract attention',
       'dance'], dtype=object)}",D
a7e3de0719fe30e7048f67426e29fdd1,James tore the antenna off of his boat due to bad reception as he was crossing the channel from France.  Where was he going?,channel,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['river', 'television', 'india', 'england', 'europe'], dtype=object)}",D
d6107d454181b701ddcaa449a1e422a3,Why would a band be performing when there are no people nearby?,band,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['record album', 'play music', 'hold concert', 'blaring',
       'practice'], dtype=object)}",A
ab2eb930b29bb6d5e94a6cd3b04ba01e,The dogs were protecting their own when they decided to what the bad man?,dogs,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bad breath', 'defend', 'run fast', 'ocean', 'attack'],
      dtype=object)}",E
92869fc0be5dc45f407700692ffd80a0,What is used to grind wheat for bread?,wheat,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""farmer's field"", 'countryside', 'cereal packets', 'bread', 'mill'],
      dtype=object)}",E
6a0177586d506cb7b741f4207b428e42,If you have a large satchel with you when you fly you'll be asked to store it where?,satchel,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['airport', 'luggage compartment', 'with the pilot', 'room',
       'clothing store'], dtype=object)}",B
584188da9a429f1bc319abda5e5c7a76,Where would someone keep their nylon leggings?,nylon,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stockings', 'rope', 'car', 'clothing', 'drawer'], dtype=object)}",E
e480d4a672af0194e0a6ccdb8c37499b,If you spend a long time running after a ball how are you likely to feel?,running after ball,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['laughter', 'sweating', 'embarrassed', 'breathing heavily',
       'tiredness'], dtype=object)}",E
275c859994f7d3acd3c8863be591ab2c,When you need to rest it's often because you have been doing what?,rest,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['action', 'sleep', 'sleeping', 'in motion', 'using energy'],
      dtype=object)}",E
32758ab86d888be680845b0dfe7de35e,Boredom and hunger led to a wandering waste of time and a cart full of unhealthy snacks during her trip to where?,boredom,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new moon', 'play cards', 'read book', 'see art', 'grocery shop'],
      dtype=object)}",E
69335eb9bc5b7b5df840c38a086bf8b2,"He was beginning to worry they wouldn't get on the ride before closing, they had been standing in queue for a long what?",standing in queue,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['frustration', 'waiting', 'hair', 'time', 'patience'], dtype=object)}",D
4396cb65629672723c7b184424e139bb,This is an unavoidable physiological consequence of running.  What is it?,running,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['breathlessness', 'increased heart rate', 'falling down',
       'muscle bulk', 'calluses'], dtype=object)}",B
2a58e81a9c4ce095d099e0d785fc2da4,"Sometimes a person has a fear of water or a dislike of being wet, it is still important to make sure they are having a bath why?",having bath,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['flooding', 'drowning', 'wet skin', 'get wet', 'rash'],
      dtype=object)}",E
07f108d5321a66f460685f5c7499ecb2,Where would there be an auditorium with only a single person speaking?,auditorium,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lights', 'crowd', 'university campus', 'theater', 'park'],
      dtype=object)}",C
69bef3eb55463d040bdf98e2c97bfe1f,"To get out of there the person had to keep on walking, they had to keep on what?",walking,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['moving forward', 'locomotion', 'blisters', 'rollerskate',
       'exercise'], dtype=object)}",A
912676495cceefadccbbf8c604486f97,What very large group of western citizens has bees everywhere?,bee,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['united states', 'space station', 'trash can', 'field of flowers',
       'bouquet of flowers'], dtype=object)}",A
bdf92566f14599f1606109677206001f,Miss Grady took a stick from Bob because he was playing with it during class.  She wanted to make sure that he couldn't get to it so she put it where?,glue stick,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desk drawer', 'kitchen drawer', 'classroom', 'pocket', 'office'],
      dtype=object)}",A
0df042743128b57e874bd5d79b7aae7a,How does a person begin reproducing?,reproducing,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['genetic mutation', 'have sex', 'kiss', 'flirting',
       'going on a date'], dtype=object)}",B
866ef7266d34c11e5a1b3df49fab96a4,Joe and Jill didn't want their children to be sedentary.  They might limit the time they children spend doing what?,children,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['play sports', 'throw things', 'reading', 'watch tv',
       'play with toys'], dtype=object)}",D
67ffcb4c3f2c6a1155e356f8a15ed250,"They were making sauerkraut, the instructor explained the liquid should be above the cabbage in the what?",liquid,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['jar', 'drinking glass', 'pot', 'container', 'can'], dtype=object)}",A
87a133afae5d9d29d634f3384f28ef24,From where would you normally take a cup when you're about to get a drink?,cup,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dishwasher', 'water fountain', 'sand box', 'toilet',
       'kitchen cabinet'], dtype=object)}",E
4779be55f47a301debfc472e4fc2c7b6,What are you using if there are speakers strapped on your ears?,speakers,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['take it all in', 'headphones', 'desktop', 'conference', 'concert'],
      dtype=object)}",B
7a28d31e66d870370642de3be47b9ef9,Because of his anger he couldn't clearly explain or what?,anger,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cool off', 'write letter', 'get mad', 'illustrate point',
       'destroy enemy'], dtype=object)}",D
042898e0c71adac5d123aaa6221c9754,Where is likely to not just have a kosher restaurant?,kosher restaurant,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['jerusalem', 'jewish neighborhoods', 'dining in', 'new york city',
       'dining'], dtype=object)}",D
93bbaccb1c46d22124a846b8514de5bc,The bald eagle flew from Mount St Helen's to the Puget Sound and all over what?,bald eagle,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['washington state', 'utah', 'pacific northwest',
       'northern california', 'the desert'], dtype=object)}",A
ef889edd1b57d8d0c81e43f73c98c8e9,Where could you get some knives if you are planning to bring them outside with you?,knives,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sporting goods store', 'backpack', 'kitchen', 'sharp edges',
       'dog house'], dtype=object)}",C
f4bb8ecacb9ce89e040f5f76bc79afb3,How can people fulfill their own calorie requirements?,people,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['compete with each other', 'feed themselves', 'feel lonely',
       'talk to each other', 'ask a doctor'], dtype=object)}",B
ec2e18fd8c18a4ebe5a091e0c8b94462,What does a stove do to the place that it's in?,stove,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cool house', 'warm room', 'gas or electric', 'burn child',
       'brown meat'], dtype=object)}",B
07b51b231a9d6a143d8a73e69121e1b1,What is the best way to begin going into trance?,going into trance,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['religious experience', 'closed eyes', 'loss of control', 'sleep',
       'hallucination'], dtype=object)}",B
e1744fc698cffb574e5cf4b29a81ce76,A computer user working on an important work assignment is located in what structure?,computer user,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['office building', 'internet cafe', 'house', 'school',
       'internet cafe'], dtype=object)}",A
27604394ccee83e089f9ffae1883cf07,The music was festive but why are the horses dancing in circles,music,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['carnival', 'night club', 'theatre', 'opera', 'ringmaster'],
      dtype=object)}",A
1272e693cf9152e7ac71095c643676b5,In the building where James worked there was a small mezzanine in the auditorium to make more space for seats.  Where might James work?,mezzanine,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theater', 'floors', 'concert hall', 'education', 'school'],
      dtype=object)}",A
7bff23f6c12e9136f0961514bebb8cd3,If you aren't well rested and it's a rainy day what might you do?,rainy day,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sleep', 'write', 'make bread', 'stay in bed', 'enjoy film'],
      dtype=object)}",D
20ae70b9b157b298569cd761787833e7,Where would you have a stove if you don't live in a detached dwelling?,stove,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tent', 'car', 'living room', ""friend's house"", 'apartment'],
      dtype=object)}",E
bdd29d7c12e3d795b78ffc048631e7e7,What kind of place has a revolving door and has things to buy in it?,revolving door,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new york', 'public place', 'bank', 'mall', 'supermarket door'],
      dtype=object)}",D
cc1a547bdfdcc95e4d632453af14bc96,Where can books be read?,books,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cabinet', 'backpack', 'table', 'shelf', 'sink'], dtype=object)}",C
896b25dc41f84357add1c798d4a96cd8,Where is seaweed usually found alive?,seaweed,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'found in ocean', 'water', 'found in sea', 'beach'],
      dtype=object)}",C
1ca3cd9475d7e9da2ddb74911ee2bb68,"If a lizard is fed by people every day, what has happened to it?",lizard,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['documentary', 'costa rica', 'garden', 'encouragement',
       'captivity'], dtype=object)}",E
129ec46cc2541b73198d774ee632c8d7,What will happen to someone if his or her spirits cannot elevate?,elevate,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sadden', 'demote', 'depress', 'drop', 'decrease'], dtype=object)}",C
0e5c7c0cec5b693e52f74f5f879d84fb,"If you wanted a license to catch crabs, what government office would you go to?",crab,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['most offices', 'fish department', 'fancy restaurant',
       'government submarine', 'chesapeake bay'], dtype=object)}",B
af035b75b6f7a1927b1648963f281c5e,What furniture will you normally find near a side chair?,side chair,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bedroom', 'table', 'wheel barrow', 'building', 'office'],
      dtype=object)}",B
32d5b7fcae24f0d4871cfb219c5a4b47,Metal is used to make what?,metal,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['junkyard', 'ore', 'instruments', 'metal fabrication shop',
       'bowls'], dtype=object)}",C
87505da761eaa5c3c4703d02a12d46bc,What is the word added to Manchester that signifies what county it is in?,manchester,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['england', 'united kingdome', 'lancashire', 'greater manchester',
       'cheshire'], dtype=object)}",D
ef3d5d35128678937c36438466e0fc93,"The program kept getting errors, the amateur end user began to what?",program,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get mad', 'compile', 'debug', 'write code', 'get frustrated'],
      dtype=object)}",E
4f1d8007b446b0e10f07fd63cbd31b6f,"John knew that the sun produced a massive amount of energy in two forms.  If you were on the surface of the sun, what would kill you first?",sun,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'heat', 'life on earth', 'wrinkles', 'light'],
      dtype=object)}",B
4c30d5eed4137cba89747510973f37a3,Lawyers often talk in front of an audience where?,lawyers,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['work', 'courtroom', 'office building', 'press charges', 'theatre'],
      dtype=object)}",B
515834727e23e30ab7c8fe5ba7e9a765,James bought a new set of tire chains and put them somewhere he could find them.  Where would he put them?,chain,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gear shift', 'garage', 'kitchen', 'jewelry store',
       'hardware store'], dtype=object)}",B
34ec6393db5a01f689c11fac153e31c1,"If I wanted to eat something that is made from plants and needs to be washed, what would it be?",plants,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['roots', 'millions of cells', 'see work', 'leaves to gather light',
       'flowers on'], dtype=object)}",A
0f0e339412f719a019bf373e6daf2530,"Ficus can be planted in a yard to make summer more bearable, what sort of areas do they create?",ficus,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shady places', 'screened porch', 'pots', 'ceramics', 'clay pot'],
      dtype=object)}",A
489a082aab43dd1a53f3f1f89c2365ed,Children's behavior is a direct reflection of their what?,children,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['parents', 'old people', 'play ball', 'many adults', 'grown ups'],
      dtype=object)}",A
7c45033e9fd9f1a759923971b14390ed,Most people who are family like to greet each other with a what?,most people,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apartments', 'listen to music', 'have friends',
       'know what ophiolites', 'hug'], dtype=object)}",E
061f326d2a87a10da6316b55bd5522bd,John bought a new water hose.  But he found his old one near his car.  Where did he find the old one?,hose,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['garden shed', 'hardware store', 'greenhouse', 'garage',
       'in a van'], dtype=object)}",D
d747c4e463b80bfcc49b874063f9fae1,Where is a control room needed to prevent wide spread disaster?,control room,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['airbase', 'prison', 'mill', 'nuclear plant', 'recording studio'],
      dtype=object)}",D
df3d27338bcf86b341b8b02d4309daf5,Where do you keep your pizza slice before you eat it?,pizza,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['table', 'plate', 'restaurant', 'oven', 'popular'], dtype=object)}",B
db63bf66a8bfd16e5103cbdd350f5202,"Everybody was changing into costumes in the dressing room, it was almost time to take the what stage?",dressing room,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['theater', 'train', 'bathhouse', 'dwelling',
       'actors and actresses'], dtype=object)}",A
f8a9208665a4f2d64986940456b4b964,"The homeowner frowned at the price of gas, what did he have to do later?",homeowner,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['own home', 'mail property tax payments', 'board windows',
       'cut grass', 'receive mail'], dtype=object)}",D
1bf4c6b5bd870b1a079106e1e97e5d09,"A thoroughfare meandered through fields and woods, where was it passing though?",thoroughfare,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['move about', 'city', 'country', 'town', 'new york city'],
      dtype=object)}",C
c1c73ef0ff662a76cd42c3500240974a,"If I want a new ottoman, where should I go?",ottoman,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['furniture store', 'parlor', 'turkey', 'living room', 'den'],
      dtype=object)}",A
aefa60233f3c5c4966f8ac22e901a1c7,Sean was leaving work and took the roadway that led to his what?,roadway,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['neighborhood', 'city', 'fate', 'countryside', 'maps'],
      dtype=object)}",A
9221962ed3a6094e5c8f33785ce048cd,What can you use to get a jellyfish?,jellyfish,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['adriatic sea', 'mediterranean sea', 'hand', 'see',
       'atlantic ocean'], dtype=object)}",C
8c8052980e357545398d27d1c3c832d8,What has a shelf that does not allow you to see what is inside of it?,shelf,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['chest of drawers', 'stove', 'hold alcohol', 'bookcase',
       'grocery store'], dtype=object)}",A
418913999c665ae9527fd14a6132da39,What will likely happen after stabbing to death a person?,stabbing to death,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gruesome', 'being arrested', 'pool of blood', 'mess', 'grisly'],
      dtype=object)}",B
2634468d21fa33a88cefe28a5d613f59,"The boat passenger was explaining his fear of blowfish, but the captain figured he meant piranhas since they were on a river in the what?",blowfish,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cuba', 'styx', 'atlantic ocean', 'france', 'jungle'], dtype=object)}",E
66bfb6e209c94e6be5b0d04b0c7e2064,Where could you find only a few office?,office,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['skyscraper', 'new york', 'school building', 'city', 'work'],
      dtype=object)}",C
3163910d665c139a1f6f07d85803baba,Where can I go to be a religious gentleman?,gentleman,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['club', 'restaurant', 'university', 'pub', 'church'], dtype=object)}",E
0e52659484f2f6d763cf0d38d4c5999d,"I want to see a prepared slide up close, what would I use to help?",lens,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['microscope', 'abbreviate', 'glasses', 'camera', 'telescope'],
      dtype=object)}",A
167d2cfa04bfaea0e0b5bac3598d5769,"Where can you buy a magazine, paper or gum?",magazine,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bank', 'rack', 'bed', 'newsstand', 'bus depot'], dtype=object)}",D
39572e0ba1db51fa74f7fc2d90c5ec7f,Where would you get some wood if you do not have any?,wood,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['carpet', 'boat', 'river', 'lumberyard', 'synagogue'], dtype=object)}",D
2a32b1e541b1daae04690d0d3a4b3310,"The pitcher felt stress and tension on the mound, what did he feel like?",mound,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desert', 'baseball field', 'hell', 'baseball diamond',
       'baseball stadium'], dtype=object)}",C
71cbfeb995b06b21e890c91040722252,What negative effect can competing in a chess game on a cold day have?,competing,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['enemies', 'perform better', 'sweat', 'tension', 'frostbite'],
      dtype=object)}",D
a15d564d0be6996251b5d523ac62db2a,Why is it hard for a young child to read a long book?,book,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['knowledge', 'cover', 'no pictures', 'past', 'many words'],
      dtype=object)}",E
6bd170c8d3d99d3c47b3e96427bacaeb,On a hot day what can you do to enjoy something cool and sweet?,hot day,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dive', 'cool off', 'fresh cake', 'go for swim', 'eat ice cream'],
      dtype=object)}",E
7bc1198664b376f79d584725ad7f874b,What is likely to be found in a book that is not a foreword?,foreword,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['last word', 'conclusion', 'ikea instructions', 'afterword',
       'epilogue'], dtype=object)}",E
d6c002d46d9bfa466637cec4a134f332,How many hours are in a day?,day,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['week', 'bright', 'night', 'twenty four', 'year'], dtype=object)}",D
8cb45b421375243e788cfc64bd77b051,Why is religion so hard to understand?,religion,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['both positive and negative', 'unknowable', 'important to people',
       'ocean', 'confusing'], dtype=object)}",E
d6ff2d749494d89e9c7a53f587c519f4,"The couple explained they were having trouble communicating, it seemed every conversation took great what?",communicating,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['thinking', 'effort', 'laugh', 'force', 'medium'], dtype=object)}",B
