id,question_stem,choices,answerKey
7-986,A person speaks English as her first language because,"{'text': array(['media is mainly in English', 'school is in English',
       'she was genetically predisposed', 'she watched her parents speak'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
7-787,what are eaten by honey producing insects?,"{'text': array(['they consume plants', 'they eat cows', 'plant reproduction parts',
       'they eat flowers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-181,The Earth's closest heat source is,"{'text': array(['our celestial fireball', 'solar flares', 'gamma rays', 'big bang'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
1240,How can we see how wind effects sand?,"{'text': array(['sand is always moving', 'sandstorms create ripples in sand',
       'sand is easy to move through',
       'beaches often have waves in the sand'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
474,Fruit comes from what source,"{'text': array(['an organism that releases carbon dioxide',
       ""an organism that absorbs water through it's branches"",
       'an organism that absorbs oxygen',
       ""an organism that absorbs water through it's roots""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
1274,In which location would a groundhog hide from a wolf?,"{'text': array(['beside a tree', 'in the grass', 'on a stump', 'under the ground'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
1531,Cutting down trees in a forest,"{'text': array(['leads to more habitats for animals',
       'decreases the chance of erosion',
       'increases the number of trees in the forest',
       'leads to less habitats for animals'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
8-321,"I chipped away at a toy doll and the surface became really rough, when I rub it against a piece of wood that will create an increase in","{'text': array(['animals', 'resistance', 'water', 'sunshine'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
1321,The arctic is white in coloring,"{'text': array([""because it's overpopulated with polar bears"",
       ""because it's covered in white lilies"",
       ""because it's blanketed in crystalline ice water"",
       ""because it's gets so little sunlight""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-51,What would help to ensure that your dog remains free from hypothermia in January in Alaska?,"{'text': array(['Lots of meat', 'Lots of love', 'Vitamin supplements',
       'An insulated room'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
7-685,The majority of a lizard's diet consists of,"{'text': array(['fleas', 'crawlies', 'gummy worms', 'berries'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
7-59,What food production happens in a leaf?,"{'text': array(['nutrient making process', 'the breathing', 'the respiration',
       'the digestion'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
7-270,Plants are unable to grow if they have zero access to,"{'text': array(['a nice cool breeze', 'fresh soil with manure',
       'a regular source of saltwater',
       'needs required for creating chlorophyll'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
7-736,Which characteristic did a person inherit?,"{'text': array(['length of hair', 'number of friends', 'number of nails',
       'length of shirt'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
8-186,Selective deforestation has a negative impact on,"{'text': array(['rain clouds and ozone layer', 'lakes, ponds and shellfish',
       'greenhouse gases and algae', 'living organisms in ecosystem'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
224,Where would you find a mine?,"{'text': array(['in a tree', 'under a mountain', 'in the air', 'in the water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
8-206,What can cause people to crash their car?,"{'text': array(['Seeing a solar eclipse', 'Using their turn signals',
       'Driving the speed limit', 'Keeping their eyes on the road'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
8-190,Coral grows in,"{'text': array(['frigid waters', 'tepid seas', 'glacial environments',
       'jungle forests'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
7-334,"A Punnett square is used to identify the percent chance of a trait being passed down from a parent to its offspring, so","{'text': array(['certain things may be featured',
       'certain features may be predicted', 'certain traits may be given',
       'certain features may be guaranteed'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-853,"A deer is eating in a field, and wants more food. Regardless of how hard the deer tries, the deer is unable to produce","{'text': array(['longer antlers', 'food for itself', 'baby deer', 'urine'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
8-367,Building new areas to dispose of refuse may lead to,"{'text': array(['community concerns over environmental impact',
       'better air and soil quality', 'higher value on land parcels',
       'improvement in water supply'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
1047,Evaporation,"{'text': array(['causes puddles to become dried out mud',
       'causes fields of crops to grow faster',
       'causes flowers to bloom abundantly', 'fills up irrigation ponds'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-454,"A field begins to bloom and blossom and plants need to be pollinated. In order to spread seeds, plants will most rely on","{'text': array(['pythons', 'salmon', 'robins', 'craters'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
1572,Which item urinates?,"{'text': array(['airplane', 'car', 'mammal', 'boat'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
8-373,All of the following are examples of evaporation apart from,"{'text': array(['Warm breath fogging up a mirror',
       'Morning dew drying on the grass',
       'The water level in a glass decreasing', 'Sweat drying on skin'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-772,The lunar cycle also changes,"{'text': array(['water', 'colors', 'the sun', 'planets'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
1852,An organism that makes food for itself,"{'text': array(['is nutritionally self sustaining',
       'will die faster than other organisms',
       'will need help sustaining strength',
       'is reliant on other organisms for assistance'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-1090,What does the respiratory system transfer to the circulatory system?,"{'text': array(['food', 'water', 'nutrients', 'O'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
7-769,"In a closed circuit, electricity will","{'text': array(['burn out', 'charge itself', 'loop endlessly', 'resist flow'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-478,A Punnett square can be used to calculate the chance of a trait being passed to someone's,"{'text': array(['mother', 'grandfather', 'daughter', 'father'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
448,They looked where the log decayed to garden as it would leave the earth,"{'text': array(['richer', 'dryer', 'sandy', 'harder'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
7-417,what kind of temperature causes fur shedding?,"{'text': array(['in freezing cold', 'a high temperature', 'in any temperature',
       'a low temperature'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
7-108,exposure to fire could result in,"{'text': array(['wet items', 'cold items', 'none of these', 'combusted items'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
1506,What is an example of clear weather meaning sunny weather?,"{'text': array(['more stars are visible on clear nights',
       'cloud cover protects from sunburn', 'clear days will be warmer',
       'fewer clouds allow for more sunlight'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
1712,The special tissues in plants that transport minerals throughout the plant are similar to,"{'text': array(['a wick', 'a funnel', 'a knife', 'a whisk'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
8-312,a compass is a kind of tool for determining direction by pointing,"{'text': array(['to western Canada shoreline', 'to the lower pole',
       'to the upper pole', 'directly to the equator'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-776,Which of these saws will last longer?,"{'text': array(['iron saw', 'aluminium saw', 'plastic saw', 'wooden saw'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
8-279,"although there are many stars visible in the night sky, which is most visible in the day?","{'text': array(['the single moon close to us', 'the orion star cluster',
       'the sun that shines all day', 'all of these'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-621,The moon is known for having what feature?,"{'text': array(['frozen streams of water', 'large bowl shaped cavities',
       'caves formed by solar winds', 'groups of large trees'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
1823,Cellular respiration's trash is,"{'text': array([""a bug's treasure"", ""a cow's treasure"", ""a plant's treasure"",
       ""everyone's trash""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-735,Which of the following human activities can lead to a change in the local ecosystem?,"{'text': array(['swimming in a lake', 'building a new subdivision',
       'dancing in a field', 'going for a hike'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
7-1170,A bird that takes off flying is,"{'text': array(['using heat to produce motion', 'using calories to produce motion',
       'using wings to produce heat', 'using calories to produce energy'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
1500,The leading cause of soil and rock erosion is,"{'text': array(['H2O', 'CO2', 'NaCl', 'Fe'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
342,Which of these foods might have a negative impact on humans?,"{'text': array(['Organic corn', 'Conventional corn', 'Organic potato',
       'Organic Apples'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
7-356,What kind of implement is a compass?,"{'text': array(['to test heat', 'for wind speed', 'it measures distance',
       'it shows direction'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
78,Nectar is taken to,"{'text': array(['flowers', 'a hive', 'a stream', 'a nest'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-520,what is the closest source of plasma to our planet?,"{'text': array(['all of these', 'the cloud in the sky',
       'the nearest star sulfur burning heavenly body',
       'the bare moon surface'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
7-653,"A sailor needs to navigate to the shore, and does this by","{'text': array(['closing the sails quickly', 'setting out to sea',
       'making an adjustment to the rudder', 'taking the afternoon off'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
1112,A bat starts its life similarly to a,"{'text': array(['chicken', 'pig', 'butterfly', 'duck'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-152,"In order to catch a rabbit, a predator must be","{'text': array(['big', 'quick', 'slow', 'small'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-552,"If a bird is a carnivore, then it is likely a(n)","{'text': array(['prey', 'predator', 'herbivore', 'canary'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
7-262,A warm-weather organism can be found in,"{'text': array(['the Sahara', 'the mountains', 'the ocean', 'the sewers'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
7-683,"When approaching an elephant from a great distance,","{'text': array(['it stays large', 'it grows larger', 'it gets bigger',
       'it looks bigger'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
276,What would cause a human to grow?,"{'text': array(['light waves', 'eating wheat', 'photosynthesis', 'marching'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
7-855,A saguaro has adaptations for an environment with,"{'text': array(['lots of snow', 'many people', 'less water', 'more water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
664,There are less hummingbirds by this house than before because of,"{'text': array(['a feeder at this house', 'the birds no longer like feeders',
       'the size of the feeder', 'a feeder at another house'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
9-883,the  oceans are full of,"{'text': array(['water lilies', 'guppies', 'sea life', 'fresh water'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-550,A light was off because the cord was,"{'text': array(['sitting on the table', 'attached to the wall',
       'attached to an extension cord', 'attached to a battery pack'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
8-493,"In the hottest months in the hottest desert, creatures such as birds may find water to drink","{'text': array(['in sticks', 'in pebbles', 'in sand', 'in spiked plants'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
9-257,Why might a polar bear grow white hair?,"{'text': array(['look fancy', 'random', 'blend in', 'stand out'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
1239,Xylem,"{'text': array(['discourages pests from landing on leaves',
       'allows plants to move carbon dioxide from root to stems',
       'carries seedlings from roots to leaves',
       'allows plants to move rain thru their systems'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
869,A food that is a source of heat is,"{'text': array(['ramen', 'salad', 'ice cream', 'sushi'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
7-1105,When heat is added to something,"{'text': array(['contaminates may be destroyed', 'bacterial can grow more rapidly',
       'viruses may be picked up', 'the thing loses energy'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
597,The heart is an example of,"{'text': array(['a part of the nervous system', 'an organ that filters toxins',
       'a self-healing protector from germs',
       'something protected by the skeletal system'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
385,Prey are eaten by,"{'text': array(['an animal herded by sheep dogs',
       'the animal with a starring role in Bambi',
       'animals known for their memory',
       'the fastest mammal with four legs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
1301,A dog is warm-blooded just like,"{'text': array(['a snake', 'a cardinal', 'a spider', 'a scorpion'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-893,A flashlight will need this in order to radiate photons:,"{'text': array(['radiation', 'acoustic energy', 'vibrations', 'electron flow'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
9-369,to find out how fast you are going you first need to know,"{'text': array([""where you're going"", 'distance traveled', 'distance to travel',
       'home location'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-1026,"A small lamb, two days old, is walking with its mother. The mother feels ill, so refuses food, which dries up her milk production. The lack of lactation causes the lamb to","{'text': array(['weaken', 'strengthen', 'coexist', 'thrive'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
7-424,"When trying to find fresh clams for dinner, a hungry person would don","{'text': array(['a dinner jacket', 'a diving suit', 'a warm coat', 'a dress suit'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-259,How do polar bears survive the cold?,"{'text': array(['B and D', 'Double Fur Coats', 'Cold blooded', 'Compact ears'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-783,A solid is likely to form in extreme,"{'text': array(['floods', 'wind', 'chill', 'rain'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
1088,What are the feet of Dendrocygna autumnalis designed for?,"{'text': array(['catching prey', 'aquatic speed', 'flying', 'walking'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
1387,What is an example of fire giving off light?,"{'text': array(['an oven is preheated and the pilot light is lit',
       'a match is lit to light a cigarette',
       'a lit candle in a window signalling to someone',
       'a fire that was put out to send smoke signals'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
7-1062,The respiratory system works by,"{'text': array(['directing oxygen from lungs to other organs',
       'pushing air through lungs', 'moving air in a room',
       'making air quality better'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
676,Animals have more fat,"{'text': array(['in the ocean', 'in human homes', 'in landfills', 'in polar areas'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
1998,A stick bug uses what to protect itself from predators?,"{'text': array(['poison', 'its appearance', 'speed', 'hearing'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
1698,Corn is sometimes used to make,"{'text': array(['a simple alcohol', 'water', 'glass', 'milk'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
490,The inside of the Thanksgiving turkey is white instead of pink because of,"{'text': array(['heat energy', 'light energy', 'color energy', 'color transfusion'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
844,Little puppies are a result of:,"{'text': array(['reproduction ?', 'pet store sale', 'a begging child', 'evolution'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
1795,What would a Jersey most likely be fed?,"{'text': array(['hamburger', 'moles', 'alfalfa', 'cow'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
1508,Which of these energy sources generates the least amount of pollution?,"{'text': array(['coal', 'windmill', 'lithium batteries', 'gasoline'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-289,Grass snakes live in what?,"{'text': array(['trees', 'mountains', 'lakes', 'turf'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
9-668,Cephalopod ink is by octopuses to,"{'text': array(['mate', 'feed', 'hide', 'play'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
7-364,Tapping a drumstick to a drum will,"{'text': array(['reverberate when touched together',
       'vibrate when next to each other', 'shake around when near',
       'put each other down'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
1271,Snow is more likely to fall two months before,"{'text': array(['June', 'March', 'September', 'December'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-1117,If I want to avoid being dinner for some type of frog what should I reincarnate as?,"{'text': array(['Scorpion', 'House Fly', 'Cricket', 'Moth'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
35,Dead plants are easier to find in,"{'text': array(['January', 'July', 'May', 'September'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
1660,The harder a child pushes a toy car,"{'text': array(['decreases the distance it will travel',
       'the further it will roll across the floor',
       'the quicker the child will want to play with another toy',
       'determines how long the child with play with it'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
7-710,Fossil fuels,"{'text': array(['come from old age', 'come from expired life',
       'take two years to create', 'are created in a year'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
8-52,"A star, burning far, far away, has enormous pressure and temperature. This allows for","{'text': array(['a room to have overhead lights', 'night on Earth to be dimly lit',
       'plastic stars to decorate a ceiling',
       'a person to be the star of a show'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-1167,Erosion is caused by different kinds of,"{'text': array(['soil', 'fish', 'rocks', 'weather'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
8-43,Respiration is a,"{'text': array(['happens for some species',
       'happens for only land dwelling mammals',
       'occurs for only sea creatures', 'commonality among all animals'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
9-57,"In order for your computer to operate, it must have an electrical path that is what?","{'text': array(['magical', 'closed', 'broken', 'open'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
1411,Polar bears live in,"{'text': array(['frosty environments', 'tepid environments', 'warm environments',
       'tropical environments'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-206,What would be more likely to attract a magnet?,"{'text': array(['a plastic zipper', 'flowing water', 'a car engine',
       'A wooden desk'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
7-740,What constitutes a frog's diet?,"{'text': array(['it eats all plants', 'it will eat dogs', 'it only eats burgers',
       'it chomps on insects'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
1774,What is an example of the digestive system digesting food for the body?,"{'text': array(['a man eating nachos then getting food poisoning',
       'a baby drinking formula then needing a diaper change',
       'a cat eating food then throwing it up',
       'a horse licking a salt lick'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
7-93,The body is negatively impacted by,"{'text': array(['white blood cells', 'vitamins', 'rotavirus',
       'nasal decongestants'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
8-97,"Someone wants their electromagnets to work, but is having difficulty powering them. In order to make them work, they need to","{'text': array(['run wire through currants', 'run a continuous current',
       'run around the wire', 'currently run wire through'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-813,"if a place has experienced flooding, what could be responsible?","{'text': array(['all of these', 'there has been excess condensed water vapor',
       'the water lacks oxygen', 'the local deities are angry'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-686,What is an example of reproduction?,"{'text': array(['farming', 'egg depositing', 'flying', 'walking'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-799,A place that is snowy has a large amount of,"{'text': array(['wind', 'storms', 'frozen water', 'rain'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
1179,An ideal abode for crickets is,"{'text': array(['a small potted plant in a house',
       'a green and lush tree and plant packed area',
       'a briny and warm body of water',
       'a area surrounded by spider webs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
1954,Carbon steel is always what?,"{'text': array(['attractive to various objects that contain iron',
       'pleasant with a magnetic personality',
       'made up of iron and pieces of magnets',
       'hard as a magnetizing rod'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
8-403,"if a bat delivers a live offspring, what does this tell us?","{'text': array(['it is a mammal', 'calling it a bird is wrong', 'all of these',
       'it is capable of reproducing'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-576,"If you find something smooth and hard on the ground, it is probably made of what?","{'text': array(['minerals', 'mist', 'clouds', 'water'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-866,as you get closer to something it begins to,"{'text': array(['shrinks down to nothing', 'grow in size visually',
       'show a large shadow', 'rotate in a clockwise direction'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
7-208,After a storm,"{'text': array(['ponds may dry out', 'flowers will wilt and wither',
       'creek beds may be spilling over',
       'drinking water will be in short supply'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-771,What could I use as biofuel,"{'text': array(['Gold', 'Car', 'Diamonds', 'Pine Needles'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
998,Which animal is hiding from a predator?,"{'text': array(['a tadpole losing its tail as it grows',
       'an angler fish using its Esca to lure another fish',
       'an octopus mimicking the color and texture of a rocky outcrop',
       ""a great white shark breaching the water's surface""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
433,Which best demonstrates the concept of force causing an increase in speed?,"{'text': array(['skating on a rough surface', 'a full bag swung in circles',
       'a computer powering on', 'a baker stirring batter'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-508,the night sky shows very far away what,"{'text': array(['clumps of flaming gas', 'tidal waves washing over beaches',
       'aircraft falling towards collision',
       'party balloons tied to houses'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
7-561,Which would you likely find inside a beach ball?,"{'text': array(['cheese', 'steam', 'water', 'air'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
7-976,Two fridge decorations when touched back to back,"{'text': array(['shove each other away', 'are attracted to each other',
       'have very little reaction', 'are reflective when together'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
1635,Runoff happens because of,"{'text': array(['birds', 'cattails', 'people', 'fish'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
7-875,Desert environments are generally,"{'text': array(['sweltering', 'arctic like', 'lush', 'frigid'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
7-1053,Are deserts characterized by high sunshine?,"{'text': array(['they get low sunlight', 'deserts get surplus sun',
       'deserts get little sun', 'deserts are always cloudy'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-957,Water conservation could be a survival tactic in,"{'text': array(['The Appalachian Mountains', 'New York City', 'The Amazon',
       'The Gobi Desert'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
1150,Objects used to hold sheets of paper together are often,"{'text': array(['large', 'wooden', 'ferromagnetic', 'electronic'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
8-240,"In order for plants and animals to grow, they need to consume food and water for","{'text': array(['energy', 'fun', 'taste', 'soil'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
9-554,A bear cub learns to stay away from unknown bears because,"{'text': array(['they are much bigger than the cub',
       'the other bears look like its mother',
       'their mother teaches them to keep their distance',
       'the unknown bears look harmless'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
9-135,a person driving to work in which of these is most likely to lose control?,"{'text': array(['a dry cobblestone road', 'a sleet covered highway',
       'a dry paved road', 'a dry gravel road'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
7-1096,"The only creature with offspring that is hatched, of these, is the","{'text': array(['squirrel', 'swallow', 'mink', 'bat'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
841,What element is prevalent in a plateau?,"{'text': array(['helium', 'krypton', 'silicon', 'neon'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
7-146,"When a city tears down a park in a city, the park","{'text': array(['is removed', 'is renewed', 'is retrieved', 'is restored'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
1554,Seeds,"{'text': array(['are useless shells that need to be discarded',
       'store extra bits of chlorophyll', 'need to be mashed to grow',
       'aid in feeding what grows from them'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
9-731,"If a grizzly bear eats a salmon, what is the grizzly bear demonstrating?","{'text': array(['consumption', 'cinematography', 'direction', 'production'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
1780,The spring season brings,"{'text': array(['Bees', 'Snow', 'More Oxygen', 'Dust'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
7-1077,"Kinetic energy can be found in objects that move, such as","{'text': array(['flower pots on a wagon', 'cars that are in a lot',
       'kids that are sleeping soundly',
       'skateboards that are ridden all day'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
8-494,which of these is the quickest to go visiting from our world?,"{'text': array(['none of these', 'a trip to mars', 'a trip to the moon',
       'a trip to the northern star'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
936,Animals died after the removal of a,"{'text': array(['bush', 'street', 'house', 'city'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
8-478,"If I want to go running at night, what can I use as a reflector?","{'text': array(['A black shirt', 'Kitchen foil', 'Sunglasses', 'A megaphone'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
9-669,the closest star to our planet delivers solar energy to the planet,"{'text': array(['maybe', 'all of these', 'this is sure', 'this is uncertain'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C
7-732,Coal-fire power stations heat coal to incredible temps in order to,"{'text': array(['produce energy', 'use heat energy', 'burn energy',
       'fuel the world'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A
7-658,"Creatures sometimes have barbs on their backs that they use to sting, all of these do, outside of the","{'text': array(['wasp', 'bee', 'scorpion', 'butterfly'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D
1003,A renewable resource is,"{'text': array(['fossil fuel', 'turbine produced electricity', 'copper',
       'coal lumps'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B
